,stop_number,stop_address
5799,2961,"Auburn Ave, Woodview Park"
5800,4901,"Auburn Ave, Hadleigh Green"
5801,4902,"Auburn Ave, Stockton Green"
5806,1849,"Castleknock Rd, Park Lodge"
5807,1851,"Castleknock Rd, Navan Road"
5808,1813,"Blanchardstown, Blanchardstown Main St"
5809,1814,"Blanchardstown, Ramor Park"
5810,1816,"Snugborough Road, Waterville Row"
5811,1817,"Corduff, Corduff Crescent"
5812,1818,"Corduff, Corduff Gardens"
5813,1819,"Corduff, Blackcourt Avenue"
5814,1822,"Blackcourt Rd, Corduff Grove"
5815,4994,"Warrenstown, Warrenstown Way"
5816,4995,"Damastown Rd, Damastown Green"
5817,4996,"Castlecurragh, The Heath"
5818,1826,"Lady's Well Road, Parslickstown Ave"
5819,1827,"Lady's Well Road, FAS Centre"
5820,7382,"Damastown Way, Damastown Close"
5821,7381,"Damastown Rd, Damastown Green"
5822,4742,"Damastown Rd, Damastown Green"
5823,4743,"Damastown Rd, Damastown Drive"
5824,4744,"Damastown Drive, I.B.M."
5825,4745,"Damastown Drive, I.B.M."
5865,6171,"Snugborough Road, Annagh Court"
5866,4974,"Snugborough Road, Aquatic Centre"
5867,4976,"Snugborough Road, Ballycoolin Road"
5868,7126,"Ballycoolin Rd, Business Park"
5869,7124,"Ballycoolin Rd, Business Park"
5870,7343,"Cruiserath Rd, Business Park"
5871,4980,"Blanchardstown Rd, Blackcourt Road"
5872,2289,"Blackcourt Rd, Sheephill Park"
5886,4989,"Damastown Drive, I.B.M."
5887,4990,"Damastown Rd, Damastown Drive"
5888,4991,"Damastown Rd, Damastown Green"
5889,4992,"Damastown Way, Sports Ground"
5890,1719,"Damastown Rd, Damestown Close"
5891,1828,"Lady's Well Road, Damastown Avenue"
5892,1829,"Lady's Well Road, Parslickstown Ave"
5893,4997,"Castlecurragh, The Vale"
5894,4998,"Castlecurragh, The Heath"
5895,4999,"Warrenstown, Warrenstown Green"
5896,1833,"Blackcourt Rd, Blanchardstown Rd"
5897,1834,"Blackcourt Rd, Scouts Den"
5898,1835,"Corduff, St. Patrick's Church"
5899,1836,"Corduff, Westway"
5900,1837,"Corduff, Corduff Crescent"
5901,2338,"Snugborough Road, Garnish Square"
5902,1840,"Blanchardstown Village, Clonsilla Road"
5903,1841,"Blanchardstown Village, Mill Road"
5904,4314,"Castleknock Rd, Navan Road"
5908,4899,"Auburn Ave, Castleknock Park"
5909,4900,"Auburn Ave, Beech Lawn"
5910,4746,"Auburn Ave, Auburn Green"
5911,1845,"Navan Road, Morgan's Place"
5912,7166,"Navan Road, Parkway Station"
5913,1847,"Navan Road, Phoenix Pk Avenue"
5922,1905,"Navan Road, Skreen Road"
5923,1804,"Cabra Road, Ratoath Road"
5924,1803,"Cabra Road, Carnlough Road"
5925,77,"Cabra Road, Quarry Road"
5926,78,"Cabra Road, Dowth Avenue"
5927,79,"Cabra Road, Charleville Road"
5928,80,"Cabra Road, North Circular Road"
5929,82,"North Circular Road, Royal Canal Bank"
5930,817,"Berkeley Road, Mater Hospital"
5931,818,"Berkeley Road, O'Connell Avenue"
5934,6059,"O'Connell St, North Earl Street"
5938,749,"Baggot St, Pembroke Street"
5939,750,"Baggot St, Fitzwilliam Street"
5940,751,"Baggot St, Herbert Street"
5941,752,"Baggot St, Mespil Road"
5943,7370,"Burlington Road, Burlington Place"
5944,7339,"Burlington Road, Mespil Road"
5958,2468,"Blanchardstown Rd, Blackcourt Road"
5959,7319,"Cruiserath Rd, Ballycoolin Road"
5960,7342,"Cruiserath Rd, Business Park"
5961,7125,"Ballycoolin Rd, Business Park"
5962,7344,"Ballycoolin Rd, Business Park"
5963,6274,"Snugborough Road, Aquatic Centre"
5964,1838,"Snugborough Rd, Skelligs Court"
6067,328,"Aston Quay, Aston Place"
6075,1913,"Old Cabra Rd, Cabra Drive"
6076,1914,"Old Cabra Rd, Glenbeigh Road"
6077,1805,"Old Cabra Rd, Dunard"
6090,1852,"Clonsilla Rd, Clonsilla Park"
6091,1853,"Clonsilla Rd, Coolmine Woods"
6092,1854,"Clonsilla Rd, Coolmine Road"
6093,1844,"Coolmine Industrial Est, Fire Station"
6097,7025,"Blanchardstown, Blanchardstown Town Centre"
6098,4464,"Blakestown Way, Sheepmoor Grove"
6099,1869,"Blakestown Way, Sheepmoor Avenue"
6100,1870,"Whitestown Pk, National School"
6101,1871,"Huntstown Way, Briarwood"
6102,1872,"Huntstown Way, Huntstown Road"
6103,1873,"Huntstown Way, Huntstown Green"
6104,1874,"Huntstown Way, Huntstown Court"
6105,1875,"Huntstown Way, Pinebrook"
6106,1876,"Hartstown Rd, Hartstown Park"
6107,1877,"Hartstown Rd, Hazelwood"
6108,1878,"Hartstown Rd, Oakview"
6109,1879,"Hartstown Rd, Blakestown Cross"
6110,1899,"Shelerin Road, Lohunda Road"
6111,1887,"Clonsilla Rd, Shelerin Road"
6112,1888,"Clonsilla Rd, Lambourne"
6113,1889,"Clonsilla Rd, Service Station"
6114,1890,"Clonsilla Road, Clonsilla Station"
6115,7240,"Hansfield Road, Clonsilla Station"
6116,1891,"Clonsilla, St. Joseph's Hospital"
6117,7156,"Grange Road, Ongar Road"
6118,7020,"Ongar Road, Latchford Park"
6119,7029,"Ongar Road, Ravenwood Road"
6120,7038,"Ongar Road, Castlegrange"
6121,7011,"Ongar Road, Hazelbury Green"
6122,2171,"Ongar, Lilys Way"
6123,7160,"Ongar, Ongar Village"
6124,7047,"Ongar, Ongar Green"
6125,7161,"Ongar, Delhurst"
6126,7162,"Ongar, Hansfield Road"
6165,7497,"Virtual Stop 5, Blanchardstown Shopping Centre"
6196,7158,"Ongar, Delhurst"
6197,7048,"Ongar, Ongar Green"
6198,7159,"Ongar, Ongar Village"
6199,7388,"Ongar, Blackwood"
6200,7017,"Ongar Road, Hazelbury Green"
6201,7018,"Ongar Road, Latchfort"
6202,7030,"Ongar Road, Ravenwood Rise"
6203,7021,"Ongar Road, Latchford Park"
6204,7163,"Hansfield Road, Windermere"
6205,1893,"Clonsilla, St. Joseph's Hospital"
6206,1894,"Clonsilla Rd, Railway Station"
6207,1912,"Clonsilla Rd, Weavers Walk"
6208,1895,"Clonsilla Rd, Castlefield Park"
6209,1896,"Clonsilla Rd, Lambourne"
6210,1897,"Clonsilla Rd, The Thatch"
6211,6088,"Shelerin Road, Clonsilla Road"
6212,1898,"Shelerin Road, Ongar Road"
6213,1858,"Hartstown Rd, Inglewood"
6214,1859,"Hartstown Rd, Willow Wood"
6215,1860,"Hartstown Rd, St. Ciaran's Church"
6216,4492,"Hartstown Rd, Cherryfield Park"
6217,1861,"Hartstown Rd, Beechwood Downs"
6218,1862,"Huntstown Way, Castlewood"
6219,1863,"Huntstown Way, Huntstown Green"
6220,1864,"Huntstown Way, Sacred Heart Church"
6221,1865,"Huntstown Way, Ashfield Gardens"
6222,1866,"Huntstown Way, Ashfield Park"
6223,1850,"Huntstown Rd, Whitestown"
6224,1867,"Blakestown Way, Whitestown"
6225,4489,"Blakestown Way, Whitestown Ave"
6230,1883,"Coolmine Estate, Millennium Park"
6231,1884,"Coolmine Estate, Fire Station"
6232,1902,"Clonsilla Rd, Coolmine Road"
6233,1903,"Clonsilla Rd, Broadway Road"
6234,1904,"Clonsilla Rd, Springlawn"
6237,1842,"Old Navan Rd, Castleknock Road"
6238,7374,"Blanchardstown Bypass, Connolly Hospital"
6251,1906,"Old Cabra Rd, Cabra Cross"
6252,1907,"Old Cabra Rd, Railway Bridge"
6253,1908,"Old Cabra Rd, Cabra Drive"
6254,1909,"Prussia Street, North Circular Road"
6339,1558,"St. Margaret's Road, McKelvey Avenue"
6340,2957,"McKee Avenue, St. Margaret's Rd"
6341,2958,"McKee Avenue, Finglas Business Pk"
6342,4938,"Mckee Avenue, Finglas Village"
6343,1549,"Casement Rd, Finglas Road"
6344,1523,"Plunkett Avenue, Plunkett Gardens"
6345,1524,"Barry Road, Barry Aveune"
6346,1525,"Barry Road, Casement Drive"
6347,1526,"Kildonan Ave, Kildonan Park"
6348,6080,"Kildonan Road, Mellowes Road"
6349,1585,"Cardiffsbridge Rd, Church of Annunciation"
6350,1586,"Cardiffsbridge Rd, Colaiste Ide"
6351,1587,"Cardiffsbridge Rd, Wellmount Road"
6352,4539,"Cardiffsbridge Rd, Glenties Park"
6353,1606,"St. Helena's Road, Valeview Drive"
6354,1607,"St. Helena's Road, Dunsink Drive"
6355,1608,"St. Helena's Road, Community Centre"
6356,1609,"St. Helena's Road, Cloonlara"
6357,1610,"Tolka Valley Rd, St. Helena's Road"
6358,7471,"Tolka Valley Rd, Cloonlara"
6359,1533,"Finglas Rd, Violet Hill Road"
6360,1534,"Finglas Rd, Ballyboggan Road"
6361,1535,"Finglas Rd, Willows"
6362,1536,"Finglas Rd, Glasnevin Cemetery"
6363,1537,"Finglas Rd, St. Vincent's School"
6365,838,"Whitworth Road, Prospect Road"
6366,839,"Whitworth Road, Wigan Road"
6367,840,"Whitworth Road, Claude Road"
6368,841,"Whitworth Road, Drumcondra Road"
6388,2642,"Grattan Crescent, Inchicore Road"
6389,2643,"Sarsfield Rd, Woodfield Place"
6390,2644,"Sarsfield Rd, Medical Centre"
6391,2709,"Sarsfield Rd, St. Laurence Road"
6392,2710,"Ballyfermot Rd, The Steeples"
6393,2711,"Ballyfermot Rd, Markievicz Park"
6394,2712,"Ballyfermot Rd, Lynch's Lane"
6401,4798,"Coldcut Rd, Kennelsfort Road"
6402,2674,"Coldcut Rd, Sports Club"
6403,2675,"Coldcut Rd, Harelawn"
6404,2124,"Neilstown Road, St. Mark's Avenue"
6405,2125,"Neilstown Road, Harelawn Green"
6406,2126,"Neilstown Road, Community Centre"
6407,2127,"Neilstown Road, Collinstown Pk College"
6408,2128,"Neilstown Road, Neilstown Avenue"
6409,2129,"Neilstown Road, Moorefield Drive"
6410,4797,"Newlands Rd, St. Ronans Avenue"
6411,7473,"Fonthill Rd, Foxdene Est"
6412,2681,"Fonthill Rd, Balgaddy Road"
6413,4691,"Fonthill Rd, Ballyowen Park"
6414,2682,"Fonthill Rd, St. Mark's Grove"
6415,4796,"Fonthill Rd, Glenfield"
6416,4690,"Fonthill Rd, Coldcut Road"
6417,4411,"Fonthill Rd, Shancastle"
6418,4715,"Liffey Valley, Liffey Valley Shop Cen"
6544,4795,"Fonthill Rd, Liffey Valley Shop Cen"
6545,4688,"Fonthill Rd, Shancastle Park"
6546,4689,"Fonthill Rd, Coldcut Road"
6547,4410,"Fonthill Rd, St. Mark's"
6548,2678,"Fonthill Rd, Rowlagh"
6549,2679,"Fonthill Rd, Balgaddy Road"
6550,2680,"Fonthill Rd, Newlands Road"
6551,2676,"Lucan, Wood Avens"
6552,2118,"Neilstown Road, Newlands Road"
6553,2119,"Neilstown Road, St. Peter School"
6554,2120,"Neilstown Road, Collinstown Park School"
6555,2121,"Neilstown Road, Rowlagh Community Cen."
6556,2123,"Neilstown Road, St. Mark's Avenue"
6557,2685,"Coldcut Rd, Greenfort"
6558,2686,"Coldcut Rd, Sports Club"
6559,7510,"Coldcut Rd, Cloverhill Road"
6567,2713,"Ballyfermot Rd, Kylemore Road"
6568,2714,"Ballyfermot Rd, Markievicz Park"
6569,2715,"Ballyfermot Rd, O'Hogan Road"
6570,2716,"Ballyfermot Rd, Longmeadows Park"
6571,2718,"Sarsfield Rd, St. Mary's Avenue"
6572,2719,"Sarsfield Rd, Woodfield Place"
6587,279,"O'Connell St, Henry Street"
6592,834,"Whitworth Road, Binns Bridge"
6593,835,"Whitworth Road, St. Brigid's Road"
6594,836,"Whitworth Road, NCBI"
6595,837,"Whitworth Road, David Road"
6596,1506,"Finglas Rd, Prospect Road"
6597,1507,"Finglas Rd, St. Vincent's School"
6598,1508,"Finglas Rd, Glasnevin Cemetery"
6599,1509,"Finglas Rd, Slaney Road"
6600,1510,"Finglas Rd, Ballyboggan Road"
6601,1511,"Finglas Rd, Old Finglas Road"
6602,1592,"Tolka Valley Rd, Finglas Road"
6603,1593,"Tolka Valley Rd, Tolka Valley Park"
6604,1594,"St. Helena's Road, Gortbeigh Avenue"
6605,1595,"St. Helena's Road, Gortmore Avenue"
6606,1596,"St. Helena's Road, Farnham Drive"
6607,4363,"St. Helena's Road, Dunsink Green"
6608,1598,"St. Helena's Road, Barnamore"
6609,1597,"St. Helena's Road, Valeview Gardens"
6610,1599,"Cardiffsbridge Rd, Glenties"
6611,1573,"Cardiffsbridge Rd, Deanstown Ave"
6612,1574,"Cardiffsbridge Rd, Scouts Den"
6613,1575,"Cardiffsbridge Rd, Colaiste Ide"
6614,4583,"Cardiffsbridge Rd, Cappagh Road"
6615,1518,"Kildonan Road, Mellowes Avenue"
6616,1519,"Kildonan Road, Casement Park"
6617,1520,"Barry Road, Barry Park"
6618,7661,"Barry Road, Barry Aveune"
6619,1521,"Plunkett Green, Plunkett Grove"
6620,4546,"Plunkett Avenue, Finglas Road"
6621,1559,"Casement Rd, Plunkett Road"
6622,987,"Finglas Village, Seamus Ennis Rd"
6623,4937,"McKee Avenue, Clearstream Court"
6624,1547,"McKee Avenue, Finglas Business Pk"
6625,1548,"McKee Avenue, St Margarets Rd"
6626,1280,"St. Margaret's Road, McKelvey Avenue"
6627,6348,"St. Margaret's Road, Charlestown Centre"
6713,288,"Abbey St, Irish Life Mall"
6740,7348,"Dublin Airport, Terminals 1 and 2"
6747,5073,"Swords Road, Pinnock Hill"
6748,5074,"Swords Road, Pavilions Shopping Centre"
6749,6054,"Malahide Road, Roundabout"
6750,4330,"Malahide Road, Pavilions Shopping Centre"
6752,5075,"Rathbeale Road, Watery Lane"
6753,5076,"Rathbeale Road, Brackenstown Avenue"
6754,3682,"Rathbeale Road, Glasmore Park"
6755,3864,"Rathbeale Road, Abbylea Ave"
6756,3865,"Rathbeale Road, Glen Ellan Walk"
6757,4910,"St. Cronan's Avenue, Cianlea"
6758,4911,"St. Cronan's Avenue, Ardcian Park"
6759,4912,"St. Cronan's Avenue, Lioscian"
6760,4913,"St. Cronan's Avenue, Valley View"
6761,4914,"St. Cronan's Avenue, Brackenstown Road"
6762,4915,"Brackenstown Rd, Manor S.C."
6763,4957,"Brackenstown Rd, Abbeyvale"
6853,7189,"Seatown, Swords Business Park"
6992,4843,"Brackenstown Rd, Sports Ground"
6993,4905,"Brackenstown Rd, Shopping Centre"
6994,4906,"St. Cronan's Avenue, St. Cronan's"
6995,4907,"St. Cronan's Avenue, Valley View"
6996,4908,"St. Cronan's Avenue, Lioscian"
6997,4909,"St. Cronan's Avenue, Ard Cion"
6998,3884,"Rathbeale Road, Pine Grove Park"
6999,3686,"Rathbeale Road, Rathbeale Crescent"
7000,5077,"Rathbeale Road, Watery Lane"
7001,5078,"Rathbeale Road, Brackenstown Avenue"
7003,3690,"Main Street Swords, Swords Village"
7004,6117,"Malahide Road, Pavilions Shopping Centre"
7005,5079,"Dublin Rd, Pavilions Shopping Centre"
7013,3663,"Dublin Airport, Corballis Pk"
7096,5044,"Seatown, Swords Business Park"
7174,1184,"Talbot Street, Gardiner Street"
7198,1205,"Malahide Road, Tesco"
7199,1206,"Malahide Road, Balgriffin Road"
7200,1207,"Malahide Road, Inisfails Gaa Club"
7201,1208,"Malahide Road, St. Doulough's Church"
7202,1209,"Malahide Road, Nursing Home"
7203,1210,"Malahide Road, Posey Row"
7204,1211,"Malahide Road, Elmsworth"
7205,3575,"Malahide Road, Chapel Road"
7206,3576,"Malahide Road, Copperbush"
7207,3577,"Malahide Road, Feltrim Road"
7208,3578,"Malahide Road, Streamstown Lane"
7209,3579,"Dublin Rd, Auburn House"
7210,3580,"Dublin Rd, Swords Road"
7211,3640,"Swords Road, Lawson Spinney"
7212,3574,"Swords Road, Talbot Road"
7213,3641,"Estuary Road, Castle Downs Rd"
7214,3642,"Estuary Road, Sacred Heart Church"
7215,3643,"Yellow Walls Rd, Inbher Ide"
7216,3583,"Dublin Rd, Yellow Walls School"
7217,3584,"Dublin Rd, Church"
7218,3585,"Malahide, St. Sylvester's Church"
7219,3625,"Church Road, St. Andrew's Grove"
7220,3626,"The Hill Malahide, Back Road"
7221,3627,"The Hill Malahide, Seamount Road"
7222,3628,"The Hill Malahide, GAA Club"
7223,6052,"Blackwood Lane, Portmarnock Sports Club"
7224,3613,"Redfern Ave, Martello Court"
7225,3615,"Wendell Avenue, Heather Walk"
7227,3605,"Wendell Avenue, Strand Road"
7228,3606,"Wendell Avenue, Shopping Centre"
7229,3607,"Redfern Ave, Martello"
7230,6051,"Blackwood Lane, Sports and Leisure Club"
7231,6053,"Blackwood Lane, Malahide Golf Club"
7232,7327,"Blackwood Lane, Blackwoods"
7233,3629,"The Hill Malahide, Blackwood Lane"
7234,3630,"The Hill Malahide, Community School"
7235,3631,"The Hill Malahide, Seamount Road"
7236,3632,"The Hill Malahide, Hill Drive"
7237,3633,"Church Street, St. Andrew's Church"
7238,3634,"Malahide, Church"
7239,3635,"Dublin Rd, Malahide Cricket Club"
7240,3636,"Dublin Rd, Yellow Walls Road"
7241,905,"Yellow Walls Rd, Inbher Ide"
7242,4331,"Estuary Road, Yellow Walls Road"
7243,4339,"Estuary Road, Castle Downs Rd"
7244,7616,"Swords Road, Gainsborough Ave"
7245,5081,"Swords Road, Millview Road"
7246,5082,"Swords Road, Millview Road"
7247,3639,"Dublin Rd, Swords Road"
7248,3644,"Dublin Rd, Swords Road"
7249,3645,"Dublin Rd, Malahide Castle"
7250,3646,"Malahide Road, Streamstown Lane"
7251,3647,"Malahide Road, Feltrim Lane"
7252,3661,"Malahide Road, Feltrim Road"
7253,3573,"Malahide Road, Church"
7254,3662,"Malahide Road, Research Centre"
7255,1212,"Malahide Road, Kinsealy School"
7256,1213,"Malahide Road, Posey Row"
7257,1214,"Malahide Road, Church"
7258,1215,"Malahide Road, St. Doolagh's"
7259,1216,"Malahide Road, Fingal Cemetery"
7260,1217,"Malahide Road, Balgriffin Road"
7318,3648,"Feltrim Road, Malahide Road"
7319,3649,"Feltrim Road, Streamstown Lane"
7320,3650,"Feltrim Road, Roadstone Retail"
7321,7328,"Feltrim Lane, Kettles Lane"
7322,3651,"Feltrim Road, Kinsealy Downs"
7323,3652,"Feltrim Road, Kinsealy Downs"
7324,3653,"Mountgorry Way, Feltrim Retail Park"
7325,3654,"Drynam Road, Feltrim Retail Park"
7326,5084,"Drynam Road, Rockingham Terrace"
7332,6359,"Swords Road, Seatown Road"
7380,4433,"Swords Bypass, Seatown Roundabout"
7386,3655,"Drynam Road, Foxwood"
7387,5086,"Drynam Road, Milesian Court"
7388,3656,"Mountgorry Way, Feltrim Retail Park"
7389,3657,"Feltrim Road, Kinsealy Downs"
7390,3658,"Feltrim Road, Feltrim Road"
7391,7329,"Feltrim Lane, Kettles Lane"
7392,3659,"Feltrim Road, Roadstone Retail"
7393,3660,"Feltrim Road, Streamstown Lane"
7480,2809,"Westland Row, Pearse Station"
7482,2811,"Merrion Street, Natural History Museum"
7484,1013,"Earlsfort Tce, Leeson St"
7485,1015,"Adelaide Road, Earlsfort Terrace"
7486,2812,"Charlemont Street, Mercer Charlotte House"
7487,2813,"Ranelagh Road, Northbrook Road"
7488,2814,"Ranelagh Road, Charleston Road"
7493,2815,"Milltown Rd, Little Grove"
7494,2816,"Milltown Rd, Glenmalure Square"
7495,2817,"Milltown Rd, Dundrum Road"
7496,2818,"Dundrum Road, Emmet House"
7497,2819,"Dundrum Road, Bird Avenue"
7502,2824,"Dundrum Road, Taney Road"
7503,2825,"Dundrum Road, Luas Dundrum"
7505,2827,"Sandyford Rd, Citizen Advice Centre"
7506,2828,"Sandyford Rd, Riversdale"
7507,2829,"Sandyford Rd, Balally Road"
7508,2830,"Sandyford Rd, Dun Emer Road"
7509,2831,"Sandyford Rd, Balally Hill"
7510,2832,"Sandyford Rd, Blackthorn Drive"
7511,2833,"Sandyford Rd, Blackthorn Drive"
7512,7375,"Sandyford Rd, M50 Bridge"
7513,3466,"Sandyford Rd, Bracken Brae"
7514,3467,"Sandyford Rd, Hillcrest Road"
7515,3469,"Kilgobbin Road, Leopardstown Heights"
7516,3470,"Kilgobbin Rd, Sandyford Hall"
7517,3471,"Kilgobbin Road, Ballyogan Road"
7518,3472,"Kilgobbin Road, Castle Lodge"
7519,3473,"Kilgobbin Heights, Inver House"
7520,3474,"Enniskerry Rd, Stepaside Lane"
7521,3475,"Enniskerry Rd, Hillside"
7522,3476,"Enniskerry Rd, Brooklawn House"
7523,3477,"Enniskerry Rd, Glebe Road"
7524,3478,"Enniskerry Rd, Glenamuck Road"
7525,3280,"Enniskerry Rd, Glenamuck Road"
7526,3282,"Enniskerry Rd, Ballycorus Rd"
7527,3479,"Enniskerry Rd, Moss Cottages"
7528,4086,"Enniskerry Rd, Garden Centre"
7529,4087,"Enniskerry Rd, Ski Slope"
7530,4088,"Enniskerry Rd, The Scalp Wood"
7531,4089,"Enniskerry Rd, Killegar House"
7532,4090,"Enniskerry Rd, Ridgeway"
7533,4091,"Enniskerry Rd, Monastery House"
7534,6097,"Enniskerry Rd, Ashridge Gn"
7535,4093,"Enniskerry Rd, Environmental Centre"
7536,4094,"Enniskerry Rd, Church"
7537,4096,"Enniskerry Village, National School"
7538,7571,"DCU, The Helix"
7539,207,"Larkhill Rd, Collins Avenue"
7540,208,"Glendun Rd, Glentow Road"
7541,209,"Larkhill Rd, Glentow Road"
7542,210,"Larkhill Rd, Crestfield Road"
7543,211,"Collins Ave, Larkhill Road"
7544,212,"Collins Ave, Larkhill Road"
7621,4114,"Enniskerry Rd, Glencree Road"
7622,4115,"Enniskerry Rd, Church"
7623,4116,"Enniskerry Rd, Environmental Centre"
7624,4117,"Enniskerry Rd, Ashridge Green"
7625,4119,"Enniskerry Rd, Bramble Hill"
7626,4120,"Enniskerry Rd, Killegar House"
7627,4121,"Enniskerry Rd, The Scalp Wood"
7628,4122,"Enniskerry Rd, Ski Slope"
7629,4123,"Enniskerry Rd, Garden Centre"
7630,3283,"Enniskerry Rd, Ballycorus Rd"
7631,3284,"Enniskerry Rd, Glenamuck Road"
7632,3310,"Enniskerry Rd, Glebe Road"
7633,3481,"Enniskerry Rd, Church of Ireland"
7634,3482,"Enniskerry Rd, Jamestown House"
7635,3483,"Enniskerry Rd, Jamestown Golf Club"
7636,3484,"Enniskerry Rd, Stepaside Lane"
7637,3485,"Kilgobbin Rd, Kilgobbin Heights"
7638,3486,"Kilgobbin Rd, Castle Lodge"
7639,3487,"Kilgobbin Rd, Ballyogan Road"
7640,3488,"Kilgobbin Rd, Sandyford Hall"
7641,3489,"Kilgobbin Rd, Leopardstown Heights"
7642,3492,"Kilgobbin Rd, St. Fintan's"
7643,2835,"Sandyford, St. Mary's Church"
7644,7176,"Sandyford Rd, Greenlands"
7645,2836,"Sandyford Rd, Blackthorn Drive"
7646,2837,"Sandyford Rd, Clonard Road"
7647,2838,"Sandyford Rd, Ballawley Park"
7648,2839,"Sandyford Rd, Ballawley Road"
7649,2840,"Sandyford Rd, Pallottine Fathers"
7650,2841,"Sandyford Rd, Dundrum Town Centre"
7691,2896,"Dundrum Road, Bird Avenue"
7692,2897,"Dundrum Road, Luke's Crescent"
7693,2898,"Milltown Rd, Alexandra College"
7694,3562,"Milltown Rd, Glenmalure Square"
7695,2899,"Milltown Rd, Garrynure"
7700,2900,"Ranelagh Road, Charleston Road"
7701,2901,"Ranelagh Road, Mount Pleasant Park"
7702,2902,"Ranelagh Road, Northbrook Road"
7703,2903,"Charlemont Street, Charlemont Flats"
7704,1074,"Charlotte Way, Camden Court Hotel"
7705,6074,"Earlsfort Tce, Leeson Street"
7724,206,"Collins Ave, Iveragh Road"
7729,1643,"Collins Avenue West, St. Aidan's School"
7731,7564,"Poolbeg Street, Luke Street"
7751,2087,"Ailesbury Road, Merlyn Park"
7752,7053,"Nutley Lane, Merrion Road"
7760,435,"Stillorgan Road, Mount Merrion Avenue"
7761,2011,"Old Stillorgan Rd, College of Further Ed."
7762,2012,"Stillorgan, Shopping Centre"
7763,3322,"Kilmacud Rd, GAA Club"
7764,3563,"Kilmacud Rd, Allen Park Drive"
7769,5142,"Blackthorn Avenue, Luas Sandyford"
7770,7567,"Burton Hall Rd, Blackthorn Avenue"
7771,7326,"Leopardstown Rd, Central Park"
7772,7418,"Murphystown Way, Mount Eagle Lawn"
7773,7417,"Murphystown Way, Luas Glencairn"
7777,5015,"Belarmine Ave, Littlewood Apartments"
7778,7290,"Belarmine Ave, Belarmine Drive"
7779,5016,"Belarmine Ave, Castlethorn"
7851,5013,"Belarmine Est, Belarmine Plaza"
